"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
8.632987219E1,2.931250000E1,3.125000000E0,-4.281250000E1
8.633987375E1,2.937500000E1,3.000000000E0,-4.262500000E1
8.635987219E1,2.956250000E1,3.000000000E0,-4.268750000E1
8.636987375E1,2.962500000E1,2.937500000E0,-4.275000000E1
8.637987375E1,2.975000000E1,2.687500000E0,-4.275000000E1
8.639987219E1,2.975000000E1,2.312500000E0,-4.287500000E1
8.640987219E1,2.987500000E1,2.250000000E0,-4.268750000E1
8.641987219E1,3.000000000E1,2.312500000E0,-4.275000000E1
8.642987219E1,2.993750000E1,2.312500000E0,-4.275000000E1
8.643987375E1,2.975000000E1,2.312500000E0,-4.281250000E1
8.644987375E1,2.975000000E1,2.125000000E0,-4.262500000E1
8.646987219E1,2.968750000E1,2.125000000E0,-4.250000000E1
8.647987375E1,2.968750000E1,2.250000000E0,-4.243750000E1
8.649987219E1,2.956250000E1,2.250000000E0,-4.231250000E1
8.650987375E1,2.950000000E1,1.937500000E0,-4.212500000E1
8.651987375E1,2.950000000E1,1.750000000E0,-4.212500000E1
8.653987219E1,2.968750000E1,1.625000000E0,-4.212500000E1
8.654987219E1,2.962500000E1,1.625000000E0,-4.225000000E1
8.655987219E1,2.981250000E1,1.562500000E0,-4.206250000E1
8.656987219E1,2.987500000E1,1.625000000E0,-4.200000000E1
8.657988313E1,2.993750000E1,1.437500000E0,-4.200000000E1
8.659987219E1,3.012500000E1,1.062500000E0,-4.200000000E1
8.660987219E1,3.018750000E1,1.000000000E0,-4.212500000E1
8.661987219E1,3.012500000E1,7.500000000E-1,-4.206250000E1
8.662988625E1,3.006250000E1,6.250000000E-1,-4.206250000E1
8.664987375E1,2.981250000E1,6.250000000E-2,-4.237500000E1
8.665987375E1,2.975000000E1,0.000000000E0,-4.250000000E1
8.666987375E1,2.987500000E1,0.000000000E0,-4.256250000E1
8.668987375E1,2.981250000E1,-1.250000000E-1,-4.262500000E1
8.669987375E1,2.968750000E1,-1.875000000E-1,-4.262500000E1
8.670987375E1,2.962500000E1,-1.250000000E-1,-4.281250000E1
8.671987375E1,2.956250000E1,-3.125000000E-1,-4.293750000E1
8.672987375E1,2.943750000E1,-1.875000000E-1,-4.275000000E1
8.673987375E1,2.950000000E1,-6.250000000E-2,-4.250000000E1
8.675987219E1,2.950000000E1,-3.750000000E-1,-4.231250000E1
8.676987375E1,2.943750000E1,-3.125000000E-1,-4.237500000E1
8.678987219E1,2.925000000E1,-3.125000000E-1,-4.212500000E1
8.679987375E1,2.925000000E1,-3.750000000E-1,-4.193750000E1
8.680987375E1,2.918750000E1,-4.375000000E-1,-4.187500000E1
8.682987219E1,2.887500000E1,-4.375000000E-1,-4.218750000E1
8.683987375E1,2.862500000E1,-3.750000000E-1,-4.243750000E1
8.684987375E1,2.862500000E1,-3.750000000E-1,-4.250000000E1
8.686987375E1,2.887500000E1,-3.750000000E-1,-4.243750000E1
8.687987375E1,2.881250000E1,-5.625000000E-1,-4.256250000E1
8.689987219E1,2.906250000E1,-3.750000000E-1,-4.275000000E1
8.690987219E1,2.912500000E1,-3.750000000E-1,-4.281250000E1
8.691987219E1,2.937500000E1,-5.000000000E-1,-4.268750000E1
8.692987219E1,2.937500000E1,-3.750000000E-1,-4.268750000E1
8.693987375E1,2.937500000E1,-5.000000000E-1,-4.281250000E1
8.694987375E1,2.931250000E1,-5.000000000E-1,-4.293750000E1
8.696987219E1,2.937500000E1,-5.625000000E-1,-4.306250000E1
8.697987219E1,2.918750000E1,-5.000000000E-1,-4.312500000E1
8.698987219E1,2.931250000E1,-4.375000000E-1,-4.312500000E1
8.699987219E1,2.937500000E1,-5.625000000E-1,-4.318750000E1
8.700987375E1,2.931250000E1,-5.000000000E-1,-4.331250000E1
8.701987375E1,2.937500000E1,-5.625000000E-1,-4.325000000E1
8.703987219E1,2.943750000E1,-6.875000000E-1,-4.306250000E1
8.704987219E1,2.937500000E1,-4.375000000E-1,-4.325000000E1
8.705987219E1,2.931250000E1,-3.750000000E-1,-4.312500000E1
8.706987219E1,2.931250000E1,-5.000000000E-1,-4.312500000E1
8.707987375E1,2.918750000E1,-3.750000000E-1,-4.318750000E1
8.708987375E1,2.906250000E1,-3.125000000E-1,-4.312500000E1
8.709987375E1,2.925000000E1,-4.375000000E-1,-4.293750000E1
8.711987219E1,2.912500000E1,-1.875000000E-1,-4.300000000E1
8.712988625E1,2.881250000E1,0.000000000E0,-4.300000000E1
8.714987375E1,2.881250000E1,0.000000000E0,-4.306250000E1
8.715987375E1,2.887500000E1,6.250000000E-2,-4.312500000E1
8.716987375E1,2.875000000E1,-6.250000000E-2,-4.318750000E1
8.718987219E1,2.856250000E1,0.000000000E0,-4.331250000E1
8.719987375E1,2.850000000E1,-1.875000000E-1,-4.331250000E1
8.721987375E1,2.862500000E1,-4.375000000E-1,-4.337500000E1
8.722987375E1,2.856250000E1,-5.625000000E-1,-4.343750000E1
8.723987375E1,2.850000000E1,-6.250000000E-1,-4.343750000E1
8.725987219E1,2.850000000E1,-7.500000000E-1,-4.325000000E1
8.726987375E1,2.843750000E1,-7.500000000E-1,-4.318750000E1
8.728987219E1,2.893750000E1,-8.750000000E-1,-4.312500000E1
8.729987375E1,2.893750000E1,-1.062500000E0,-4.306250000E1
8.730987375E1,2.893750000E1,-9.375000000E-1,-4.312500000E1
8.732987219E1,2.881250000E1,-1.062500000E0,-4.300000000E1
8.733987375E1,2.881250000E1,-1.062500000E0,-4.306250000E1
8.735987219E1,2.887500000E1,-1.375000000E0,-4.312500000E1
8.736987375E1,2.868750000E1,-1.562500000E0,-4.325000000E1
8.737987375E1,2.850000000E1,-1.500000000E0,-4.312500000E1
8.739987219E1,2.868750000E1,-1.625000000E0,-4.318750000E1
8.740987375E1,2.868750000E1,-1.687500000E0,-4.331250000E1
8.742987219E1,2.912500000E1,-1.562500000E0,-4.293750000E1
8.743987375E1,2.937500000E1,-1.625000000E0,-4.306250000E1
8.744987375E1,2.943750000E1,-1.437500000E0,-4.325000000E1
8.746987219E1,2.981250000E1,-1.312500000E0,-4.325000000E1
8.747987219E1,2.987500000E1,-1.312500000E0,-4.325000000E1
8.748987219E1,2.968750000E1,-1.375000000E0,-4.325000000E1
8.749987219E1,2.975000000E1,-1.375000000E0,-4.312500000E1
8.750987375E1,2.968750000E1,-1.375000000E0,-4.325000000E1
8.751987375E1,2.956250000E1,-1.500000000E0,-4.331250000E1
8.753987219E1,2.975000000E1,-1.437500000E0,-4.306250000E1
8.754987219E1,2.987500000E1,-1.312500000E0,-4.300000000E1
8.755987219E1,2.987500000E1,-1.562500000E0,-4.318750000E1
8.756987219E1,2.993750000E1,-1.500000000E0,-4.300000000E1
8.757988313E1,2.993750000E1,-1.375000000E0,-4.300000000E1
8.759987219E1,2.975000000E1,-1.375000000E0,-4.293750000E1
8.760987375E1,3.006250000E1,-1.187500000E0,-4.287500000E1
8.762988625E1,3.000000000E1,-1.250000000E0,-4.262500000E1
8.764987375E1,3.000000000E1,-1.125000000E0,-4.243750000E1
8.765987375E1,2.987500000E1,-1.000000000E0,-4.256250000E1
8.766987375E1,2.993750000E1,-8.750000000E-1,-4.231250000E1
8.767987375E1,2.987500000E1,-8.750000000E-1,-4.218750000E1
8.768987375E1,3.006250000E1,-6.875000000E-1,-4.243750000E1
8.770987375E1,2.981250000E1,-6.875000000E-1,-4.250000000E1
8.772987375E1,2.993750000E1,-3.750000000E-1,-4.256250000E1
8.773987375E1,3.000000000E1,-3.125000000E-1,-4.262500000E1
8.775987219E1,3.037500000E1,-6.250000000E-2,-4.281250000E1
8.776987219E1,3.056250000E1,0.000000000E0,-4.293750000E1
8.777987219E1,3.031250000E1,0.000000000E0,-4.287500000E1
8.778987219E1,3.031250000E1,6.250000000E-2,-4.287500000E1
8.779987375E1,3.018750000E1,2.500000000E-1,-4.287500000E1
8.780987375E1,3.006250000E1,3.125000000E-1,-4.312500000E1
8.782987219E1,2.993750000E1,6.250000000E-1,-4.287500000E1
8.783987219E1,2.968750000E1,5.000000000E-1,-4.275000000E1
8.784987219E1,2.968750000E1,6.875000000E-1,-4.300000000E1
8.785987219E1,2.962500000E1,7.500000000E-1,-4.312500000E1
8.786987219E1,2.987500000E1,9.375000000E-1,-4.312500000E1
8.787987375E1,2.968750000E1,9.375000000E-1,-4.306250000E1
8.788987688E1,2.975000000E1,8.750000000E-1,-4.325000000E1
8.790987375E1,2.975000000E1,7.500000000E-1,-4.306250000E1
8.792987219E1,2.975000000E1,1.000000000E0,-4.318750000E1
8.793987375E1,2.975000000E1,8.750000000E-1,-4.312500000E1
8.794987375E1,2.968750000E1,7.500000000E-1,-4.293750000E1
8.796987219E1,2.968750000E1,8.750000000E-1,-4.331250000E1
8.797987375E1,2.956250000E1,1.062500000E0,-4.318750000E1
8.799987219E1,2.943750000E1,1.062500000E0,-4.331250000E1
8.800987375E1,2.956250000E1,1.000000000E0,-4.331250000E1
8.801987375E1,2.962500000E1,8.750000000E-1,-4.343750000E1
8.803987219E1,2.968750000E1,8.750000000E-1,-4.350000000E1
8.804987219E1,2.975000000E1,6.250000000E-1,-4.337500000E1
8.805987375E1,2.956250000E1,5.000000000E-1,-4.325000000E1
8.807987375E1,2.950000000E1,2.500000000E-1,-4.312500000E1
8.808987375E1,2.950000000E1,2.500000000E-1,-4.337500000E1
8.809987375E1,2.943750000E1,3.125000000E-1,-4.350000000E1
8.811987219E1,2.950000000E1,6.250000000E-2,-4.312500000E1
8.812988625E1,2.943750000E1,1.250000000E-1,-4.300000000E1
8.813991594E1,2.937500000E1,6.250000000E-2,-4.300000000E1
8.815987375E1,2.943750000E1,-1.875000000E-1,-4.306250000E1
8.816987375E1,2.956250000E1,-3.125000000E-1,-4.312500000E1
8.818987219E1,2.943750000E1,-3.750000000E-1,-4.281250000E1
8.819987375E1,2.943750000E1,-3.125000000E-1,-4.281250000E1
8.821987375E1,2.931250000E1,-1.875000000E-1,-4.306250000E1
8.822987375E1,2.925000000E1,-1.250000000E-1,-4.312500000E1
8.823987375E1,2.956250000E1,0.000000000E0,-4.306250000E1
8.825987219E1,2.937500000E1,1.250000000E-1,-4.312500000E1
8.826987219E1,2.937500000E1,0.000000000E0,-4.300000000E1
8.827987375E1,2.937500000E1,-2.500000000E-1,-4.300000000E1
8.829987375E1,2.950000000E1,-5.625000000E-1,-4.281250000E1
8.831987219E1,2.981250000E1,-6.875000000E-1,-4.237500000E1
8.832987219E1,2.956250000E1,-8.125000000E-1,-4.250000000E1
8.833987375E1,2.943750000E1,-1.000000000E0,-4.243750000E1
8.835987219E1,2.931250000E1,-1.312500000E0,-4.225000000E1
8.836987375E1,2.931250000E1,-1.562500000E0,-4.225000000E1
8.837987375E1,2.918750000E1,-1.562500000E0,-4.225000000E1
8.839987219E1,2.906250000E1,-1.812500000E0,-4.250000000E1
8.840987375E1,2.912500000E1,-1.937500000E0,-4.250000000E1
8.842987219E1,2.943750000E1,-2.187500000E0,-4.268750000E1
8.843987375E1,2.956250000E1,-2.250000000E0,-4.275000000E1
8.844987375E1,2.962500000E1,-2.187500000E0,-4.275000000E1
8.846987219E1,2.968750000E1,-2.125000000E0,-4.287500000E1
8.847987375E1,2.981250000E1,-2.187500000E0,-4.281250000E1
8.849987219E1,2.937500000E1,-2.250000000E0,-4.287500000E1
8.850987375E1,2.931250000E1,-2.125000000E0,-4.293750000E1
8.851987375E1,2.912500000E1,-2.062500000E0,-4.287500000E1
8.853987219E1,2.900000000E1,-1.750000000E0,-4.312500000E1
8.854987219E1,2.900000000E1,-1.687500000E0,-4.306250000E1
8.855987219E1,2.906250000E1,-1.750000000E0,-4.300000000E1
8.856987219E1,2.912500000E1,-1.625000000E0,-4.300000000E1
8.857988313E1,2.918750000E1,-1.625000000E0,-4.306250000E1
8.859987375E1,2.956250000E1,-1.562500000E0,-4.318750000E1
8.861987219E1,2.962500000E1,-1.312500000E0,-4.337500000E1
8.862988625E1,2.956250000E1,-1.250000000E0,-4.318750000E1
8.864987375E1,2.925000000E1,-1.125000000E0,-4.325000000E1
8.865987375E1,2.912500000E1,-1.125000000E0,-4.312500000E1
8.866987375E1,2.918750000E1,-1.062500000E0,-4.318750000E1
8.868987219E1,2.900000000E1,-1.187500000E0,-4.325000000E1
8.869987375E1,2.906250000E1,-1.125000000E0,-4.318750000E1
8.871987219E1,2.906250000E1,-1.062500000E0,-4.325000000E1
8.872987375E1,2.906250000E1,-1.000000000E0,-4.325000000E1
8.873987375E1,2.931250000E1,-9.375000000E-1,-4.318750000E1
8.874987375E1,2.925000000E1,-1.062500000E0,-4.337500000E1
8.876987219E1,2.906250000E1,-1.000000000E0,-4.350000000E1
8.877987219E1,2.906250000E1,-6.250000000E-1,-4.343750000E1
8.878987219E1,2.912500000E1,-6.250000000E-1,-4.331250000E1
8.879987375E1,2.918750000E1,-6.875000000E-1,-4.331250000E1
8.880987375E1,2.925000000E1,-8.125000000E-1,-4.337500000E1
8.882987219E1,2.925000000E1,-7.500000000E-1,-4.350000000E1
8.883987375E1,2.918750000E1,-6.250000000E-1,-4.343750000E1
8.884987375E1,2.937500000E1,-5.000000000E-1,-4.362500000E1
8.886987375E1,2.943750000E1,-6.875000000E-1,-4.337500000E1
8.887987375E1,2.931250000E1,-5.625000000E-1,-4.337500000E1
8.889987219E1,2.925000000E1,-5.000000000E-1,-4.337500000E1
8.890987375E1,2.906250000E1,-5.625000000E-1,-4.356250000E1
8.892987219E1,2.900000000E1,-3.750000000E-1,-4.325000000E1
8.893987375E1,2.887500000E1,-3.125000000E-1,-4.293750000E1
8.894987375E1,2.881250000E1,-2.500000000E-1,-4.287500000E1
8.895987375E1,2.875000000E1,-5.625000000E-1,-4.293750000E1
8.896987375E1,2.856250000E1,-6.250000000E-1,-4.293750000E1
8.897987375E1,2.856250000E1,-8.750000000E-1,-4.293750000E1
8.898987375E1,2.868750000E1,-1.000000000E0,-4.300000000E1
8.899987375E1,2.868750000E1,-1.125000000E0,-4.281250000E1
8.900987375E1,2.875000000E1,-1.187500000E0,-4.293750000E1
8.901987375E1,2.875000000E1,-1.437500000E0,-4.300000000E1
8.903987219E1,2.887500000E1,-1.687500000E0,-4.312500000E1
8.904987219E1,2.893750000E1,-1.375000000E0,-4.300000000E1
8.905987375E1,2.906250000E1,-1.375000000E0,-4.312500000E1
8.907987375E1,2.887500000E1,-1.187500000E0,-4.312500000E1
8.908987375E1,2.893750000E1,-1.125000000E0,-4.318750000E1
8.909987375E1,2.887500000E1,-1.062500000E0,-4.306250000E1
8.911987219E1,2.868750000E1,-1.062500000E0,-4.350000000E1
8.912988625E1,2.881250000E1,-1.187500000E0,-4.368750000E1
8.914987375E1,2.875000000E1,-1.187500000E0,-4.381250000E1
8.915987375E1,2.862500000E1,-1.250000000E0,-4.381250000E1
8.916987375E1,2.868750000E1,-1.250000000E0,-4.393750000E1
8.918987219E1,2.881250000E1,-1.375000000E0,-4.381250000E1
8.919987375E1,2.887500000E1,-1.500000000E0,-4.356250000E1
8.921987375E1,2.893750000E1,-1.375000000E0,-4.325000000E1
8.922987375E1,2.893750000E1,-1.312500000E0,-4.312500000E1
8.923987375E1,2.881250000E1,-1.437500000E0,-4.306250000E1
8.925987219E1,2.893750000E1,-1.437500000E0,-4.312500000E1
8.926987375E1,2.906250000E1,-1.500000000E0,-4.312500000E1
8.928987219E1,2.900000000E1,-1.375000000E0,-4.325000000E1
8.929987375E1,2.900000000E1,-1.187500000E0,-4.306250000E1
8.930987375E1,2.906250000E1,-1.062500000E0,-4.300000000E1
8.932987219E1,2.906250000E1,-1.187500000E0,-4.312500000E1
8.933987375E1,2.893750000E1,-1.187500000E0,-4.287500000E1
8.935987219E1,2.893750000E1,-1.125000000E0,-4.293750000E1
8.936987375E1,2.881250000E1,-1.062500000E0,-4.287500000E1
8.937987375E1,2.900000000E1,-1.375000000E0,-4.287500000E1
8.939987375E1,2.893750000E1,-1.500000000E0,-4.293750000E1
8.940987375E1,2.906250000E1,-1.625000000E0,-4.281250000E1
8.941987375E1,2.900000000E1,-1.750000000E0,-4.293750000E1
8.943987375E1,2.906250000E1,-1.750000000E0,-4.306250000E1
8.944987375E1,2.900000000E1,-1.812500000E0,-4.293750000E1
8.946987219E1,2.912500000E1,-1.500000000E0,-4.300000000E1
8.947987219E1,2.918750000E1,-1.625000000E0,-4.300000000E1
8.948987219E1,2.925000000E1,-1.562500000E0,-4.300000000E1
8.949987219E1,2.906250000E1,-1.562500000E0,-4.306250000E1
8.950987375E1,2.912500000E1,-1.250000000E0,-4.293750000E1
8.951987375E1,2.918750000E1,-1.250000000E0,-4.306250000E1
8.952987375E1,2.925000000E1,-1.125000000E0,-4.306250000E1
8.954987219E1,2.937500000E1,-1.312500000E0,-4.337500000E1
8.955987219E1,2.950000000E1,-1.375000000E0,-4.318750000E1
8.956987219E1,2.950000000E1,-1.375000000E0,-4.312500000E1
8.957988313E1,2.962500000E1,-1.312500000E0,-4.325000000E1
8.959987375E1,2.987500000E1,-1.375000000E0,-4.318750000E1
8.961987219E1,2.975000000E1,-1.312500000E0,-4.287500000E1
8.962988625E1,2.981250000E1,-1.187500000E0,-4.281250000E1
8.964987375E1,2.981250000E1,-1.125000000E0,-4.293750000E1
8.965987375E1,2.987500000E1,-8.125000000E-1,-4.293750000E1
8.966987375E1,2.975000000E1,-1.000000000E0,-4.287500000E1
8.968987219E1,2.968750000E1,-8.125000000E-1,-4.300000000E1
8.969987219E1,2.975000000E1,-1.000000000E0,-4.325000000E1
8.970987219E1,3.000000000E1,-1.000000000E0,-4.325000000E1
8.971987219E1,2.987500000E1,-1.187500000E0,-4.325000000E1
8.972987375E1,3.000000000E1,-1.312500000E0,-4.306250000E1
8.973987375E1,2.987500000E1,-1.375000000E0,-4.306250000E1
8.975987219E1,2.993750000E1,-1.562500000E0,-4.300000000E1
8.976987219E1,3.012500000E1,-1.812500000E0,-4.300000000E1
8.977987219E1,3.006250000E1,-1.875000000E0,-4.293750000E1
8.978987219E1,2.993750000E1,-1.750000000E0,-4.287500000E1
8.979987375E1,3.000000000E1,-1.875000000E0,-4.293750000E1
8.980987375E1,2.987500000E1,-1.750000000E0,-4.287500000E1
8.982987219E1,2.987500000E1,-1.812500000E0,-4.281250000E1
8.983987375E1,2.981250000E1,-1.875000000E0,-4.275000000E1
8.985987219E1,2.962500000E1,-2.062500000E0,-4.287500000E1
8.986987375E1,2.956250000E1,-2.125000000E0,-4.281250000E1
8.987987375E1,2.943750000E1,-2.375000000E0,-4.281250000E1
8.989987219E1,2.943750000E1,-2.500000000E0,-4.300000000E1
8.990987375E1,2.937500000E1,-2.562500000E0,-4.312500000E1
8.992987219E1,2.950000000E1,-2.562500000E0,-4.337500000E1
8.993987375E1,2.943750000E1,-2.500000000E0,-4.312500000E1
8.995987219E1,2.943750000E1,-2.562500000E0,-4.331250000E1
8.996987219E1,2.962500000E1,-2.562500000E0,-4.318750000E1
8.997987219E1,2.962500000E1,-2.687500000E0,-4.300000000E1
8.998987219E1,2.956250000E1,-2.687500000E0,-4.281250000E1
8.999987219E1,2.962500000E1,-2.750000000E0,-4.275000000E1
9.000987375E1,2.968750000E1,-2.937500000E0,-4.256250000E1
9.001987375E1,2.950000000E1,-2.937500000E0,-4.237500000E1
9.003987219E1,2.956250000E1,-3.437500000E0,-4.243750000E1
9.004987219E1,2.956250000E1,-3.500000000E0,-4.231250000E1
9.005987375E1,2.943750000E1,-3.625000000E0,-4.250000000E1
9.007987375E1,2.950000000E1,-3.812500000E0,-4.262500000E1
9.008987375E1,2.956250000E1,-3.937500000E0,-4.268750000E1
9.009987375E1,2.950000000E1,-4.062500000E0,-4.287500000E1
9.011987219E1,2.962500000E1,-4.437500000E0,-4.287500000E1
9.012988625E1,2.956250000E1,-4.562500000E0,-4.275000000E1
9.014987219E1,2.943750000E1,-4.625000000E0,-4.262500000E1
9.015987375E1,2.943750000E1,-4.687500000E0,-4.268750000E1
9.016987375E1,2.937500000E1,-4.875000000E0,-4.275000000E1
9.018987219E1,2.912500000E1,-4.812500000E0,-4.256250000E1
9.019987375E1,2.887500000E1,-4.750000000E0,-4.268750000E1
9.021987375E1,2.868750000E1,-4.750000000E0,-4.312500000E1
9.022987375E1,2.868750000E1,-4.750000000E0,-4.318750000E1
9.023987375E1,2.843750000E1,-4.875000000E0,-4.306250000E1
9.025987219E1,2.825000000E1,-5.000000000E0,-4.293750000E1
9.026987219E1,2.843750000E1,-5.125000000E0,-4.300000000E1
9.027987219E1,2.825000000E1,-5.250000000E0,-4.312500000E1
9.028987219E1,2.825000000E1,-5.312500000E0,-4.293750000E1
9.029987375E1,2.818750000E1,-5.312500000E0,-4.306250000E1
9.030987375E1,2.831250000E1,-5.312500000E0,-4.300000000E1
9.032987219E1,2.856250000E1,-5.250000000E0,-4.312500000E1
9.033987375E1,2.862500000E1,-5.312500000E0,-4.325000000E1
9.035987219E1,2.856250000E1,-5.375000000E0,-4.337500000E1
9.036987375E1,2.856250000E1,-5.375000000E0,-4.331250000E1
9.037987375E1,2.856250000E1,-5.500000000E0,-4.337500000E1
9.039987219E1,2.831250000E1,-5.562500000E0,-4.331250000E1
9.040987375E1,2.837500000E1,-5.437500000E0,-4.337500000E1
9.042987219E1,2.825000000E1,-5.250000000E0,-4.343750000E1
9.043987375E1,2.837500000E1,-5.312500000E0,-4.368750000E1
9.044987375E1,2.843750000E1,-5.187500000E0,-4.356250000E1
9.046987219E1,2.862500000E1,-4.812500000E0,-4.356250000E1
9.047987219E1,2.868750000E1,-4.687500000E0,-4.356250000E1
9.048987219E1,2.887500000E1,-4.625000000E0,-4.356250000E1
9.049987219E1,2.893750000E1,-4.687500000E0,-4.356250000E1
9.050987375E1,2.881250000E1,-4.687500000E0,-4.368750000E1
9.051987375E1,2.893750000E1,-4.562500000E0,-4.356250000E1
9.053987219E1,2.881250000E1,-4.562500000E0,-4.343750000E1
9.054987219E1,2.875000000E1,-4.500000000E0,-4.368750000E1
9.055987219E1,2.881250000E1,-4.562500000E0,-4.375000000E1
9.056987219E1,2.900000000E1,-4.750000000E0,-4.387500000E1
9.057988313E1,2.893750000E1,-4.625000000E0,-4.375000000E1
9.059987375E1,2.881250000E1,-4.500000000E0,-4.387500000E1
9.061987219E1,2.881250000E1,-4.812500000E0,-4.400000000E1
9.062988625E1,2.887500000E1,-4.750000000E0,-4.400000000E1
9.064987219E1,2.887500000E1,-4.375000000E0,-4.375000000E1
9.065987375E1,2.868750000E1,-4.062500000E0,-4.368750000E1
9.066987375E1,2.868750000E1,-4.062500000E0,-4.350000000E1
9.068987219E1,2.881250000E1,-4.000000000E0,-4.318750000E1
9.069987219E1,2.875000000E1,-3.750000000E0,-4.306250000E1
9.070987219E1,2.881250000E1,-3.750000000E0,-4.312500000E1
9.071987219E1,2.862500000E1,-3.812500000E0,-4.312500000E1
9.072987375E1,2.850000000E1,-3.875000000E0,-4.318750000E1
9.073987375E1,2.837500000E1,-4.125000000E0,-4.331250000E1
9.075987219E1,2.850000000E1,-4.312500000E0,-4.368750000E1
9.076987219E1,2.843750000E1,-4.437500000E0,-4.356250000E1
9.077987219E1,2.843750000E1,-4.437500000E0,-4.356250000E1
9.078987219E1,2.837500000E1,-4.437500000E0,-4.350000000E1
9.079987375E1,2.825000000E1,-4.250000000E0,-4.337500000E1
9.080987375E1,2.831250000E1,-4.312500000E0,-4.331250000E1
9.082987219E1,2.837500000E1,-4.437500000E0,-4.331250000E1
9.083987375E1,2.843750000E1,-4.437500000E0,-4.318750000E1
9.085987219E1,2.837500000E1,-4.500000000E0,-4.306250000E1
9.086987844E1,2.837500000E1,-4.500000000E0,-4.312500000E1
9.088987219E1,2.837500000E1,-4.750000000E0,-4.306250000E1
9.089987219E1,2.843750000E1,-4.750000000E0,-4.318750000E1
9.090987375E1,2.850000000E1,-4.750000000E0,-4.293750000E1
9.091987844E1,2.856250000E1,-4.750000000E0,-4.281250000E1
9.093987375E1,2.850000000E1,-4.937500000E0,-4.287500000E1
9.094987375E1,2.875000000E1,-4.937500000E0,-4.287500000E1
9.096988313E1,2.875000000E1,-5.062500000E0,-4.300000000E1
9.098987219E1,2.893750000E1,-5.187500000E0,-4.306250000E1
9.099987219E1,2.881250000E1,-5.062500000E0,-4.318750000E1
9.100987375E1,2.875000000E1,-4.937500000E0,-4.337500000E1
9.101987375E1,2.868750000E1,-5.000000000E0,-4.337500000E1
9.102987375E1,2.875000000E1,-4.937500000E0,-4.337500000E1
9.104987219E1,2.862500000E1,-4.875000000E0,-4.350000000E1
9.105987375E1,2.881250000E1,-4.625000000E0,-4.350000000E1
9.107987531E1,2.868750000E1,-4.437500000E0,-4.350000000E1
9.109987375E1,2.893750000E1,-4.500000000E0,-4.362500000E1
9.111987219E1,2.906250000E1,-4.312500000E0,-4.368750000E1
9.112989875E1,2.912500000E1,-4.187500000E0,-4.375000000E1
9.114987219E1,2.900000000E1,-4.125000000E0,-4.368750000E1
9.115987375E1,2.900000000E1,-4.187500000E0,-4.350000000E1
9.117988156E1,2.887500000E1,-4.187500000E0,-4.343750000E1
9.119987219E1,2.875000000E1,-4.437500000E0,-4.318750000E1
9.120987375E1,2.856250000E1,-4.437500000E0,-4.325000000E1
9.122988312E1,2.856250000E1,-4.437500000E0,-4.325000000E1
9.124987219E1,2.868750000E1,-4.312500000E0,-4.312500000E1
9.125987219E1,2.856250000E1,-4.250000000E0,-4.312500000E1
9.126987375E1,2.862500000E1,-4.062500000E0,-4.325000000E1
9.128987219E1,2.856250000E1,-3.687500000E0,-4.331250000E1
9.129987375E1,2.856250000E1,-3.625000000E0,-4.325000000E1
9.130987844E1,2.862500000E1,-3.500000000E0,-4.331250000E1
9.132987219E1,2.862500000E1,-3.437500000E0,-4.325000000E1
9.133987375E1,2.843750000E1,-3.500000000E0,-4.325000000E1
9.135987844E1,2.837500000E1,-3.375000000E0,-4.306250000E1
9.137987375E1,2.856250000E1,-3.500000000E0,-4.318750000E1
9.139987219E1,2.850000000E1,-3.812500000E0,-4.343750000E1
9.140987375E1,2.862500000E1,-3.625000000E0,-4.350000000E1
9.142987219E1,2.862500000E1,-3.687500000E0,-4.350000000E1
9.143987375E1,2.862500000E1,-3.562500000E0,-4.343750000E1
9.144987375E1,2.862500000E1,-3.500000000E0,-4.343750000E1
9.146987219E1,2.862500000E1,-3.312500000E0,-4.331250000E1
9.147987219E1,2.868750000E1,-3.375000000E0,-4.325000000E1
9.148987219E1,2.887500000E1,-3.125000000E0,-4.318750000E1
9.149987219E1,2.881250000E1,-3.187500000E0,-4.331250000E1
9.150987375E1,2.881250000E1,-3.000000000E0,-4.343750000E1
9.151987375E1,2.875000000E1,-3.250000000E0,-4.325000000E1
9.152987375E1,2.893750000E1,-3.375000000E0,-4.318750000E1
9.154987219E1,2.893750000E1,-3.562500000E0,-4.325000000E1
9.155987219E1,2.893750000E1,-3.500000000E0,-4.325000000E1
9.156987219E1,2.887500000E1,-3.562500000E0,-4.312500000E1
9.157988313E1,2.875000000E1,-3.750000000E0,-4.312500000E1
9.159987375E1,2.887500000E1,-4.125000000E0,-4.287500000E1
9.161987219E1,2.893750000E1,-4.375000000E0,-4.331250000E1
9.162988625E1,2.881250000E1,-4.375000000E0,-4.343750000E1
9.164987375E1,2.887500000E1,-4.750000000E0,-4.343750000E1
9.165987375E1,2.887500000E1,-4.750000000E0,-4.343750000E1
9.166987375E1,2.881250000E1,-4.750000000E0,-4.350000000E1
9.168987375E1,2.900000000E1,-4.687500000E0,-4.343750000E1
9.169987375E1,2.893750000E1,-4.750000000E0,-4.325000000E1
9.170987375E1,2.906250000E1,-4.812500000E0,-4.312500000E1
9.172987375E1,2.912500000E1,-4.875000000E0,-4.306250000E1
9.173987375E1,2.931250000E1,-4.875000000E0,-4.300000000E1
